"Player","Team","Position","Rk","Status","Opponent","FPts","FP/G","% Owned","+/-","GP","G","A2","KP","AT","SOT","TkW","DIS","ErG","YC","RC","AP","PC%","SFTP","ACNC","Int","CLR","CoS","AER","PKM","OG","GAD","CSD","CSM"
"Jack Grealish","AVL","M","1","Joe","@LEI Mon 7:15AM","104.5","34.83","100%","0%","3","3","1","10","3","3","4","6","0","0","0","107","82.9","73","0","2","1","5","2","0","0","0","0","0"
"Ben Chilwell","CHE","D","2","BS420FC","SOU 3<br/>@CHE 3 F","66","33","100%","0%","2","1","0","7","2","2","1","0","0","1","0","130","82.3","34","4","3","6","1","7","0","0","3","1","0"
"Serge Aurier","TOT","D","3","WW69","WHU Mon 4:30AM","31.25","31.25","78%","+1.5%","1","1","0","1","1","2","3","1","0","0","0","56","84.8","11","0","2","3","1","0","0","0","1","0","0"
"Bruno Fernandes","MUN","M","4","MKJ","MUN 4<br/>@NEW 1 F","122.75","30.69","100%","0%","4","3","0","14","2","6","7","3","0","1","0","197","79.1","90","2","5","3","5","2","1","0","0","0","0"
"Mohamed Salah","LIV","F","5","ratzzz","LIV 2<br/>@EVE 2 F","151.75","30.35","100%","0%","5","6","0","15","1","11","3","11","0","0","0","181","83.0","96","0","0","1","13","1","0","0","0","0","0"
"Harry Kane","TOT","F","6","BS420FC","WHU Mon 4:30AM","121.25","30.31","100%","0%","4","3","0","11","6","10","1","7","0","0","0","55","75.3","32","0","1","4","3","4","0","0","0","0","0"
"Son Heung-Min","TOT","M,F","7","BigUps","WHU Mon 4:30AM","113.75","28.44","100%","0%","4","6","0","13","1","7","1","6","0","0","0","81","86.2","33","1","2","0","2","2","0","0","0","0","0"
"Kevin De Bruyne","MCI","M","8","Joe","ARS 0<br/>@MCI 1 F","84.75","28.25","100%","0%","3","1","1","14","1","4","4","3","0","0","0","139","79.4","68","2","0","1","5","0","0","0","0","0","0"
"James Rodriguez","EVE","M,F","9","BCFC","LIV 2<br/>@EVE 2 F","123.25","24.65","94%","+0.1%","5","3","1","15","3","5","4","12","0","1","0","217","87.1","62","3","5","0","11","2","0","0","0","0","0"
"Sadio Mane","LIV","F","10","Blkeburn","LIV 2<br/>@EVE 2 F","98","24.5","100%","0%","4","4","0","8","0","8","4","8","0","2","0","122","81.9","65","1","3","1","10","4","0","0","0","0","0"
"Juan Mata","MUN","M","11","W (Tue)","MUN 4<br/>@NEW 1 F","24","24","1%","+0.1%","1","0","0","3","1","1","0","0","0","0","0","59","93.7","31","0","1","0","0","0","0","0","0","0","0"
"Ollie Watkins","AVL","F","12","Joe","@LEI Mon 7:15AM","68","22.67","88%","+0.3%","3","3","0","5","1","4","2","5","0","0","0","40","59.7","17","0","2","0","3","15","0","0","0","0","0"
"Conor Hourihane","AVL","M","13","FA","@LEI Mon 7:15AM","45.25","22.62","31%","-0.2%","2","1","0","5","1","1","0","0","0","0","0","68","88.3","36","3","0","2","0","2","0","0","0","0","2"
"Dominic Calvert-Lewin","EVE","F","14","Bantztas","LIV 2<br/>@EVE 2 F","113","22.6","100%","0%","5","7","0","1","0","12","1","4","0","0","0","63","71.6","30","0","1","3","2","21","0","0","0","0","0"
"John McGinn","AVL","M","15","BS420FC","@LEI Mon 7:15AM","66.25","22.08","97%","+0.3%","3","1","0","8","3","2","1","2","0","2","0","68","73.9","32","1","4","3","6","0","0","0","0","0","2"
"Scott Dann","CRY","D","16","FA","BHA Mon 2:00AM","21.75","21.75","10%","+0.3%","1","0","0","0","0","0","0","0","0","0","0","14","53.8","1","0","2","8","0","11","0","0","0","1","0"
"Jorginho","CHE","M","17","Blkeburn","SOU 3<br/>@CHE 3 F","86.25","21.56","87%","+0.2%","4","3","0","4","2","4","3","2","0","0","0","215","86.3","38","1","7","4","2","4","1","0","0","0","1"
"Tyrone Mings","AVL","D","18","BCFC","@LEI Mon 7:15AM","62.25","20.75","83%","+0.1%","3","1","0","1","1","2","1","0","0","1","0","102","79.1","15","0","0","21","2","13","0","0","2","2","0"
"Lucas Digne","EVE","D","19","STV","LIV 2<br/>@EVE 2 F","99.75","19.95","100%","0%","5","0","0","11","3","0","6","1","0","0","0","233","81.5","45","11","6","19","2","12","0","0","7","1","0"
"Maximilian Kilman","WOL","D","20","FA","@LEE Tue 8:00AM","19.75","19.75","5%","+0.2%","1","0","0","2","0","0","0","0","0","0","0","59","92.2","11","0","2","5","0","0","0","0","0","1","0"
"Gabriel Jesus","MCI","F","21","STV","ARS 0<br/>@MCI 1 F","19.75","19.75","98%","-0.2%","1","1","0","1","0","3","0","4","0","1","0","24","77.4","11","0","1","1","2","1","0","0","0","0","0"
"Aaron Cresswell","WHU","D","22","STV","@TOT Mon 4:30AM","78.5","19.62","73%","+0.7%","4","0","0","10","2","0","0","0","0","0","0","149","81.0","34","7","3","18","0","4","0","0","4","2","0"
"Marcus Rashford","MUN","F","23","BCFC","MUN 4<br/>@NEW 1 F","77.25","19.31","100%","0%","4","2","0","7","2","5","0","5","0","0","0","120","85.1","57","0","1","1","7","0","0","0","0","0","0"
"Neal Maupay","BHA","F","24","ratzzz","@CRY Mon 2:00AM","76.75","19.19","98%","+0.1%","4","4","0","4","1","6","1","8","0","0","0","77","77.0","26","1","2","1","4","3","0","0","0","0","0"
"Mateusz Klich","LEE","M","25","splitt1n","WOL Tue 8:00AM","75","18.75","98%","-0.1%","4","2","0","6","1","2","7","3","0","1","0","145","82.9","63","0","6","3","1","5","0","0","0","0","1"
"Solly March","BHA","M","26","ratzzz","@CRY Mon 2:00AM","74.75","18.69","71%","+0.4%","4","1","0","5","1","1","5","5","0","0","0","146","79.8","66","2","4","3","15","1","0","0","0","0","1"
"Timothy Castagne","LEI","D","27","BS420FC","AVL Mon 7:15AM","73.75","18.44","95%","0%","4","1","0","4","3","1","2","2","0","0","0","180","80.0","43","2","6","5","4","12","0","0","4","1","0"
"Jamie Vardy","LEI","F","28","WW69","AVL Mon 7:15AM","71.75","17.94","100%","0%","4","5","0","2","0","5","3","1","0","0","0","29","61.7","10","0","0","3","1","7","0","0","0","0","0"
"Fabian Balbuena","WHU","D","29","FA","@TOT Mon 4:30AM","35.75","17.88","11%","+1.1%","2","0","0","0","0","0","4","0","0","0","0","36","67.9","3","0","7","10","0","4","0","0","0","2","0"
"Riyad Mahrez","MCI","M,F","30","Blkeburn","ARS 0<br/>@MCI 1 F","52.75","17.58","100%","0%","3","1","0","6","1","3","0","8","0","0","0","105","84.0","43","0","0","1","7","3","0","0","0","0","1"
"Arthur Masuaku","WHU","D","31","splitt1n","@TOT Mon 4:30AM","52","17.33","53%","0%","3","0","0","5","1","1","1","3","0","0","0","95","79.2","14","4","1","6","8","4","0","0","2","2","0"
"Ezri Konsa Ngoyo","AVL","D","32","STV","@LEI Mon 7:15AM","51.5","17.17","54%","+0.9%","3","1","0","0","0","1","2","0","0","0","0","55","79.7","2","0","3","19","0","12","0","0","2","2","0"
"Trezeguet","AVL","M,F","33","FA","@LEI Mon 7:15AM","51","17","61%","+0.7%","3","0","0","6","1","1","7","2","0","0","0","49","80.3","22","3","6","4","2","7","0","0","0","0","0"
"Kalvin Phillips","LEE","M","34","splitt1n","WOL Tue 8:00AM","68","17","96%","-0.2%","4","0","0","9","1","1","11","2","0","1","0","155","82.0","27","5","8","6","3","3","0","0","0","0","1"
"Matthew Cash","AVL","D","35","Joe","@LEI Mon 7:15AM","50","16.67","60%","+0.7%","3","0","0","4","0","0","6","3","0","1","0","77","78.6","22","3","7","14","0","2","0","0","2","2","0"
"Youri Tielemans","LEI","M","36","BCFC","AVL Mon 7:15AM","66.5","16.62","99%","+0.1%","4","1","1","2","0","3","4","4","0","1","0","263","84.6","71","3","10","2","5","1","0","0","0","0","1"
"Andrew Robertson","LIV","D","37","BCFC","LIV 2<br/>@EVE 2 F","83","16.6","100%","0%","5","1","0","8","2","2","3","3","1","0","0","306","85.2","102","3","3","11","5","2","0","0","13","1","0"
"Bukayo Saka","ARS","M","38","WW69","ARS 0<br/>@MCI 1 F","49.75","16.58","77%","+0.8%","3","1","2","2","0","3","3","0","0","0","0","87","80.6","25","2","0","3","8","1","0","0","0","0","0"
"Jannik Vestergaard","SOU","D","39","BigUps","SOU 3<br/>@CHE 3 F","66","16.5","56%","-0.2%","4","1","0","1","0","1","3","0","0","0","0","180","79.3","20","0","4","23","1","16","0","0","3","2","0"
"Raheem Sterling","MCI","F","40","splitt1n","ARS 0<br/>@MCI 1 F","65.5","16.38","100%","0%","4","2","0","7","1","4","2","18","0","0","0","125","86.8","54","0","1","1","7","2","0","0","0","0","0"
"Mason Mount","CHE","M","41","248 SC","SOU 3<br/>@CHE 3 F","65.5","16.38","99%","0%","4","1","0","8","1","3","4","5","0","0","0","121","83.4","48","2","3","1","6","1","0","0","0","0","0"
"Joao Cancelo","MCI","D","42","W (Tue)","ARS 0<br/>@MCI 1 F","16.25","16.25","67%","+1%","1","0","0","3","0","0","1","0","0","1","0","37","90.2","17","1","3","0","3","0","0","0","0","0","1"
"Matheus Pereira","WBA","M","43","Joe","BUR Tue 5:30AM","64.75","16.19","99%","-0.1%","4","1","0","5","2","2","2","7","0","0","0","95","77.9","35","2","4","7","6","3","0","0","0","0","0"
"Andre-Frank Zambo Anguissa","FUL","M","44","BS420FC","@SHU Mon 12:00AM","64.25","16.06","59%","0%","4","0","0","6","1","1","4","9","0","0","0","176","88.9","51","0","7","1","18","4","0","0","0","0","0"
"Vladimir Coufal","WHU","D","45","FA","@TOT Mon 4:30AM","16","16","9%","+0.4%","1","0","0","2","0","0","1","1","0","1","0","15","53.6","2","1","3","3","0","2","0","0","0","1","0"
"Andros Townsend","CRY","M","46","BigUps","BHA Mon 2:00AM","64","16","91%","0%","4","1","0","7","2","1","3","6","0","0","0","55","56.7","22","5","5","1","8","1","0","0","0","0","1"
"Harvey Barnes","LEI","M","47","BigUps","AVL Mon 7:15AM","64","16","100%","0%","4","1","0","3","1","7","2","3","0","0","0","93","80.9","60","0","0","0","9","3","0","0","0","0","1"
"Kurt Zouma","CHE","D","48","W (Tue)","SOU 3<br/>@CHE 3 F","63.5","15.88","79%","+1.3%","4","2","0","0","0","4","0","1","0","0","0","247","89.2","8","0","6","22","0","16","0","0","6","1","0"
"Timo Werner","CHE","M,F","49","248 SC","SOU 3<br/>@CHE 3 F","79.25","15.85","100%","0%","5","2","0","3","2","6","1","3","0","0","0","125","81.7","47","1","3","2","10","1","0","0","0","0","1"
"Jack Harrison","LEE","M","50","Blkeburn","WOL Tue 8:00AM","47.5","15.83","90%","0%","3","1","0","5","1","1","3","10","0","0","0","68","77.3","20","4","3","1","5","4","0","0","0","0","1"
"Michail Antonio","WHU","M,F","51","WW69","@TOT Mon 4:30AM","63","15.75","100%","0%","4","2","0","4","0","8","1","8","0","0","0","48","67.6","21","0","2","1","8","14","0","0","0","0","0"
"Thiago","LIV","M","52","Bantztas","LIV 2<br/>@EVE 2 F","31.5","15.75","86%","+0.2%","2","0","0","3","0","0","1","2","0","0","0","147","91.3","54","0","3","1","4","1","0","0","0","0","0"
"Patrick Bamford","LEE","F","53","248 SC","WOL Tue 8:00AM","61.5","15.38","97%","+0.2%","4","3","0","2","2","6","0","3","0","1","0","37","78.7","12","0","0","5","1","3","0","0","0","0","0"
"Callum Wilson","NEW","F","54","BS420FC","MUN 4<br/>@NEW 1 F","76.75","15.35","91%","+0.1%","5","4","0","5","1","5","0","3","0","0","0","46","63.9","17","0","3","0","5","7","0","0","0","0","0"
"Dennis Praet","LEI","M","55","FA","AVL Mon 7:15AM","45.75","15.25","56%","-0.7%","3","1","0","4","1","2","0","4","0","0","0","84","86.6","33","1","3","1","4","1","0","0","0","0","1"
"Reece James","CHE","D,M","56","ratzzz","SOU 3<br/>@CHE 3 F","61","15.25","99%","-0.3%","4","1","0","8","1","1","8","1","0","1","0","175","89.3","36","7","4","6","1","7","0","0","7","0","0"
"Leandro Trossard","BHA","M,F","57","Joe","@CRY Mon 2:00AM","60.25","15.06","96%","-0.2%","4","1","0","8","2","4","0","8","1","1","0","99","69.7","57","2","2","0","3","0","0","0","0","0","0"
"Kai Havertz","CHE","M","58","MKJ","SOU 3<br/>@CHE 3 F","73.5","14.7","96%","0%","5","1","0","6","2","3","3","6","1","0","0","169","87.6","62","1","1","6","2","10","0","0","0","0","1"
"Danny Ings","SOU","F","59","BigUps","SOU 3<br/>@CHE 3 F","73.25","14.65","100%","0%","5","4","0","3","0","8","1","2","0","0","0","59","55.7","26","0","0","2","4","4","0","0","0","0","0"
"Phil Foden","MCI","M,F","60","BigUps","ARS 0<br/>@MCI 1 F","57.75","14.44","100%","-0.1%","4","1","0","3","1","3","2","4","0","0","0","127","87.6","57","0","1","1","9","4","0","0","0","0","1"
"Antonee Robinson","FUL","D","61","FA","@SHU Mon 12:00AM","14.25","14.25","3%","+0.3%","1","0","0","1","0","1","1","1","0","0","0","51","89.5","13","1","0","4","1","3","0","0","1","0","0"
"Jimmy Dunne","BUR","D","62","FA","@WBA Tue 5:30AM","28.5","14.25","6%","0%","2","1","0","2","0","1","0","1","0","0","0","59","67.8","4","0","4","10","0","8","0","0","5","0","0"
"Romain Saiss","WOL","D","63","ratzzz","@LEE Tue 8:00AM","56.5","14.12","98%","+0.1%","4","1","0","0","0","2","3","0","0","0","0","176","83.0","22","1","9","14","4","14","0","0","7","1","1"
"Pedro Neto","WOL","M,F","64","BS420FC","@LEE Tue 8:00AM","56.5","14.12","78%","+0.2%","4","1","0","8","1","2","1","5","0","0","0","107","92.2","36","2","3","0","5","2","0","0","0","0","1"
"Ryan Fredericks","WHU","D","65","FA","@TOT Mon 4:30AM","41.75","13.92","20%","-0.1%","3","0","0","9","1","0","2","1","0","2","0","79","84.0","25","3","5","8","1","6","0","0","4","0","0"
"Richarlison","EVE","M,F","66","MKJ","LIV 2<br/>@EVE 2 F","69","13.8","100%","0%","5","1","0","4","3","3","9","9","0","1","1","100","74.6","28","0","2","4","16","5","0","0","0","0","0"
"Pablo Fornals","WHU","M","67","MKJ","@TOT Mon 4:30AM","53.5","13.38","45%","+1.3%","4","1","0","5","3","1","1","1","0","1","0","81","81.8","21","0","4","0","3","2","0","0","0","0","2"
"Kenny Tete","FUL","D","68","FA","@SHU Mon 12:00AM","26.75","13.38","12%","-0.9%","2","0","0","4","1","0","2","0","0","1","0","40","85.1","9","6","4","4","0","3","0","0","4","0","0"
"Jarrod Bowen","WHU","M","69","Joe","@TOT Mon 4:30AM","53.25","13.31","96%","0%","4","3","0","1","0","3","4","3","0","0","0","59","69.4","19","1","2","1","4","0","0","0","0","0","2"
"Scott McTominay","MUN","M","70","W (Tue)","MUN 4<br/>@NEW 1 F","39.75","13.25","14%","+0.1%","3","0","0","6","0","0","4","2","0","0","0","132","91.0","29","0","5","2","5","5","0","0","0","0","0"
"Sergio Reguilon","TOT","D","71","splitt1n","WHU Mon 4:30AM","13.25","13.25","85%","+0.4%","1","0","0","4","0","0","1","2","0","0","0","52","80.0","13","0","0","1","2","0","0","0","1","0","0"
"Tariq Lamptey","BHA","D,M","72","Joe","@CRY Mon 2:00AM","52.75","13.19","94%","0%","4","0","0","3","3","1","4","1","0","1","0","86","76.1","25","2","9","3","5","2","0","0","0","0","0"
"James Justin","LEI","D","73","splitt1n","AVL Mon 7:15AM","52.25","13.06","89%","-0.3%","4","1","1","2","1","1","4","5","0","1","0","154","84.6","37","1","7","8","1","3","0","0","4","1","0"
"Allan Saint-Maximin","NEW","F","74","ratzzz","MUN 4<br/>@NEW 1 F","52","13","97%","0%","4","1","0","5","1","2","3","8","0","0","0","59","88.1","21","2","0","1","14","0","0","0","0","0","1"
"Declan Rice","WHU","M","75","splitt1n","@TOT Mon 4:30AM","52","13","86%","0%","4","0","0","4","0","0","5","4","0","0","0","171","87.2","33","1","9","7","8","4","0","0","0","0","2"
"Tomas Soucek","WHU","M","76","splitt1n","@TOT Mon 4:30AM","51.25","12.81","85%","0%","4","0","0","3","1","2","3","2","0","0","0","95","78.5","15","0","7","8","0","21","0","0","0","0","2"
"Alexandre Lacazette","ARS","F","77","WW69","ARS 0<br/>@MCI 1 F","50.5","12.62","99%","-0.1%","4","3","0","2","0","5","1","5","0","0","0","49","75.4","14","0","1","3","1","3","0","0","0","0","0"
"Ashley Westwood","BUR","M","78","FA","@WBA Tue 5:30AM","37.75","12.58","42%","-0.2%","3","1","0","3","0","1","1","0","0","0","0","176","81.9","48","1","3","0","0","0","0","0","0","0","0"
"Yves Bissouma","BHA","M","79","Joe","@CRY Mon 2:00AM","37.75","12.58","15%","+0.4%","3","1","0","0","0","1","6","1","0","0","1","159","86.9","39","0","6","3","3","4","0","0","0","0","1"
"Pierre-Emile Hojbjerg","TOT","M","80","WW69","WHU Mon 4:30AM","50.25","12.56","62%","+0.1%","4","0","0","4","1","0","4","2","0","1","0","312","89.9","44","1","4","8","2","6","0","0","0","0","0"
"Onyinye Wilfred Ndidi","LEI","D,M","81","Blkeburn","AVL Mon 7:15AM","25","12.5","44%","-0.3%","2","0","0","0","0","0","3","0","0","0","0","131","84.5","4","0","4","6","0","8","0","0","2","1","0"
"Jeffrey Schlupp","CRY","D,M","82","FA","BHA Mon 2:00AM","24.75","12.38","14%","-0.2%","2","0","0","3","1","0","1","5","0","1","0","8","32.0","5","1","4","1","5","8","0","0","0","0","1"
"Wilfried Zaha","CRY","M,F","83","248 SC","BHA Mon 2:00AM","49.25","12.31","100%","0%","4","3","0","5","0","3","0","9","0","1","0","51","78.5","32","0","1","0","3","2","0","0","0","0","0"
"Helder Costa","LEE","M,F","84","STV","WOL Tue 8:00AM","49","12.25","72%","0%","4","2","0","3","1","3","3","11","0","0","0","69","75.0","21","1","0","2","5","0","0","0","0","0","1"
"Pierre-Emerick Aubameyang","ARS","F","85","Bantztas","ARS 0<br/>@MCI 1 F","60.75","12.15","100%","0%","5","1","1","6","1","6","1","6","0","1","0","91","75.2","44","1","0","3","3","8","0","0","0","0","0"
"Roberto Firmino","LIV","F","86","Bantztas","LIV 2<br/>@EVE 2 F","60.25","12.05","100%","0%","5","0","0","9","2","3","4","6","0","1","0","137","78.3","56","0","0","1","8","1","0","0","0","0","0"
"Pascal Struijk","LEE","D","87","FA","WOL Tue 8:00AM","12","12","1%","0%","1","0","0","0","0","0","1","0","0","0","0","52","88.1","2","0","3","11","0","1","0","0","4","0","0"
"Aleksandar Mitrovic","FUL","F","88","MKJ","@SHU Mon 12:00AM","47.75","11.94","96%","-0.1%","4","2","0","3","0","6","0","1","0","1","0","53","72.6","15","0","0","2","1","15","0","0","0","0","0"
"James Ward-Prowse","SOU","M","89","Joe","SOU 3<br/>@CHE 3 F","59.5","11.9","98%","0%","5","0","0","6","0","3","7","0","0","0","0","266","84.4","42","3","5","1","1","12","0","0","0","0","2"
"Steven Alzate","BHA","M","90","FA","@CRY Mon 2:00AM","47.5","11.88","20%","+0.4%","4","0","0","7","0","1","6","5","0","1","0","176","91.7","53","0","4","2","7","0","0","0","0","0","1"
"Stuart Dallas","LEE","D,M","91","BS420FC","WOL Tue 8:00AM","47.25","11.81","57%","+0.2%","4","0","0","2","1","4","10","3","0","1","0","160","75.1","34","1","6","8","3","2","0","0","8","0","1"
"Kyle Walker-Peters","SOU","D","92","ratzzz","SOU 3<br/>@CHE 3 F","58.5","11.7","71%","-0.5%","5","0","1","3","1","2","8","7","0","2","0","198","77.0","50","1","8","7","8","3","0","0","9","2","0"
"Willy Boly","WOL","D","93","Blkeburn","@LEE Tue 8:00AM","46.75","11.69","98%","0%","4","0","0","0","0","0","6","1","0","0","0","144","78.7","7","0","6","19","0","19","0","0","7","2","0"
"Che Adams","SOU","F","94","W (Tue)","SOU 3<br/>@CHE 3 F","57.5","11.5","52%","-0.1%","5","1","0","5","2","6","3","9","0","1","0","62","66.7","29","0","0","2","4","10","0","0","0","0","0"
"Michael Keane","EVE","D","95","Bantztas","LIV 2<br/>@EVE 2 F","57.25","11.45","78%","-1.2%","5","2","0","2","0","2","1","2","0","0","0","343","91.5","11","0","5","21","0","7","0","0","7","1","0"
"Dani Ceballos","ARS","M","96","BCFC","ARS 0<br/>@MCI 1 F","57","11.4","74%","-0.1%","5","0","0","6","1","0","5","1","0","1","0","248","89.2","49","1","7","3","7","3","0","0","0","0","0"
"Luke Ayling","LEE","D","97","Blkeburn","WOL Tue 8:00AM","45.5","11.38","72%","+0.6%","4","0","0","2","0","2","8","3","0","0","0","164","72.9","28","1","1","11","11","4","0","0","8","1","0"
"Emil Krafth","NEW","D","98","W (Tue)","MUN 4<br/>@NEW 1 F","22.75","11.38","1%","0%","2","0","0","2","1","0","1","1","0","1","0","50","73.5","11","1","3","11","0","5","0","0","5","0","0"
"Willian","ARS","F","99","splitt1n","ARS 0<br/>@MCI 1 F","56.5","11.3","99%","+0.1%","5","0","0","7","3","1","0","2","0","0","0","139","86.9","48","1","1","3","2","3","0","0","0","0","0"
"Joe Bryan","FUL","D,M","100","MKJ","@SHU Mon 12:00AM","45","11.25","40%","+0.4%","4","0","0","2","1","1","5","1","0","1","0","114","79.2","36","4","9","7","8","3","0","0","7","0","0"
"Leander Dendoncker","WOL","D,M","101","FA","@LEE Tue 8:00AM","33.75","11.25","25%","+0.3%","3","0","0","4","1","1","3","0","0","0","0","63","84.0","12","2","1","2","0","7","0","0","0","0","2"
"Matt Targett","AVL","D,M","102","Joe","@LEI Mon 7:15AM","33.75","11.25","19%","-0.2%","3","0","1","0","0","0","2","0","0","2","0","97","85.8","37","0","4","9","1","3","0","0","2","2","0"
"Timothy Fosu-Mensah","MUN","D","103","W (Tue)","MUN 4<br/>@NEW 1 F","11.25","11.25","1%","0%","1","0","0","2","0","0","0","2","0","1","0","60","90.9","23","1","3","1","2","1","0","0","2","0","0"
"Trent Alexander-Arnold","LIV","D","104","BigUps","LIV 2<br/>@EVE 2 F","56.25","11.25","100%","0%","5","0","0","9","1","1","4","3","0","1","0","229","78.7","61","4","8","6","4","1","0","0","13","1","0"
"N'Golo Kante","CHE","M","105","ratzzz","SOU 3<br/>@CHE 3 F","56","11.2","83%","0%","5","0","0","0","0","0","8","1","0","1","0","254","87.3","52","0","17","5","7","5","0","0","0","0","1"
"Raul Jimenez","WOL","F","106","Blkeburn","@LEE Tue 8:00AM","44.75","11.19","100%","0%","4","2","0","0","0","5","0","9","0","0","0","92","80.0","26","1","3","4","4","6","0","1","0","0","0"
"Cheikhou Kouyate","CRY","D,M","107","FA","BHA Mon 2:00AM","44.75","11.19","19%","+0.4%","4","1","0","1","0","2","3","0","0","0","0","59","62.1","3","0","5","14","1","12","0","0","7","1","0"
"Yerry Mina","EVE","D","108","BigUps","LIV 2<br/>@EVE 2 F","55.75","11.15","72%","-0.2%","5","1","0","0","0","1","3","1","1","0","0","303","90.7","5","0","10","25","0","16","0","0","7","1","0"
"Harrison Reed","FUL","M","109","FA","@SHU Mon 12:00AM","22.25","11.12","2%","-0.1%","2","0","0","1","0","1","0","0","0","0","0","115","95.0","27","0","6","2","1","0","0","0","0","0","0"
"Grady Diangana","WBA","M","110","ratzzz","BUR Tue 5:30AM","44.5","11.12","60%","+0.8%","4","1","1","2","0","2","5","14","0","0","0","73","77.7","32","0","4","2","9","4","0","0","0","0","0"
"Enda Stevens","SHU","D,M","111","MKJ","FUL Mon 12:00AM","43.5","10.88","77%","+0.5%","4","0","0","0","0","1","6","4","0","0","0","116","81.1","44","0","5","13","6","5","0","0","0","0","0"
"Theo Walcott","SOU","M,F","112","W (Tue)","SOU 3<br/>@CHE 3 F","21.75","10.88","21%","+1.5%","2","0","0","5","1","0","1","1","0","0","0","20","74.1","8","0","1","0","2","0","0","0","0","0","0"
"Diogo Jota","LIV","F","113","WW69","LIV 2<br/>@EVE 2 F","32.25","10.75","87%","-1%","3","1","0","2","0","4","0","1","0","0","0","46","83.6","32","0","0","1","1","2","0","0","0","0","0"
"Ola Aina","FUL","D","114","FA","@SHU Mon 12:00AM","10.75","10.75","1%","0%","1","0","0","1","0","0","2","1","0","0","0","60","80.0","17","1","1","2","0","0","0","0","1","0","0"
"Abdoulaye Doucoure","EVE","M","115","MKJ","LIV 2<br/>@EVE 2 F","53.75","10.75","77%","+0.1%","5","0","0","8","1","1","6","5","0","1","0","229","87.4","37","0","8","2","3","2","0","0","0","0","1"
"Callum Hudson-Odoi","CHE","F","116","W (Tue)","SOU 3<br/>@CHE 3 F","32","10.67","38%","-2.5%","3","1","0","4","0","1","0","2","0","0","0","69","87.3","35","2","0","0","1","0","0","0","0","0","1"
"James McArthur","CRY","M","117","Blkeburn","BHA Mon 2:00AM","42.25","10.56","31%","+0.3%","4","0","0","4","0","0","8","3","0","1","0","96","72.7","19","0","10","8","2","6","0","0","0","0","1"
"Josh Brownhill","BUR","M","118","FA","@WBA Tue 5:30AM","31.25","10.42","8%","+0.1%","3","0","0","3","0","0","1","2","0","0","0","99","80.5","26","1","8","1","1","11","0","0","0","0","0"
"Liam Cooper","LEE","D","119","FA","WOL Tue 8:00AM","31.25","10.42","22%","-0.4%","3","0","0","0","0","0","3","0","0","0","0","160","83.8","7","0","6","11","1","13","0","0","4","1","0"
"Dwight McNeil","BUR","M","120","BigUps","@WBA Tue 5:30AM","31","10.33","91%","+0.2%","3","0","0","4","1","0","1","5","0","1","0","93","81.6","19","5","4","0","4","3","0","0","0","0","0"
"Ross Barkley","AVL","M","121","BS420FC","@LEI Mon 7:15AM","30.75","10.25","81%","+0.4%","3","1","1","1","0","3","0","2","0","0","0","49","83.1","17","0","0","1","4","3","0","0","0","0","0"
"Nelson Semedo","WOL","D,M","122","MKJ","@LEE Tue 8:00AM","20.5","10.25","82%","+0.5%","2","0","0","0","0","1","1","0","0","0","0","71","82.6","20","1","3","1","6","1","0","0","0","0","1"
"Kieran Tierney","ARS","D,M","123","WW69","ARS 0<br/>@MCI 1 F","41","10.25","92%","-0.1%","4","0","0","1","0","0","1","5","0","0","0","214","83.3","38","1","6","18","2","6","0","0","5","1","0"
"Stuart Armstrong","SOU","M","124","BigUps","SOU 3<br/>@CHE 3 F","30.5","10.17","50%","-0.7%","3","0","0","3","1","0","4","7","0","0","0","90","81.1","24","1","3","2","2","0","0","0","0","0","2"
"Thiago Silva","CHE","D","125","248 SC","SOU 3<br/>@CHE 3 F","20.25","10.12","85%","-1.1%","2","0","0","1","0","0","1","0","1","0","0","192","94.6","23","0","3","6","0","1","0","0","3","1","0"
"Andy Carroll","NEW","F","126","W (Tue)","MUN 4<br/>@NEW 1 F","30.25","10.08","7%","0%","3","0","0","1","1","0","0","2","0","0","0","27","56.3","16","0","0","7","1","22","0","0","0","0","0"
"Matt Ritchie","NEW","D,M","127","BCFC","MUN 4<br/>@NEW 1 F","10","10","21%","-0.2%","1","0","0","1","0","0","0","0","0","0","0","19","79.2","5","2","0","4","0","3","0","0","1","0","0"
"Angelo Ogbonna","WHU","D","128","FA","@TOT Mon 4:30AM","40","10","9%","+0.4%","4","0","0","0","0","1","1","0","0","0","0","125","82.8","8","0","3","19","0","10","0","0","4","2","0"
"Daniel Podence","WOL","M,F","129","ratzzz","@LEE Tue 8:00AM","30","10","87%","-0.2%","3","0","0","3","2","0","1","1","0","0","0","56","76.7","18","2","0","0","4","0","0","0","0","0","0"
"Rob Holding","ARS","D","130","STV","ARS 0<br/>@MCI 1 F","30","10","23%","-0.7%","3","0","0","0","0","0","4","0","0","0","0","179","85.2","4","0","6","12","2","6","0","0","4","1","0"
"Aaron Wan-Bissaka","MUN","D","131","splitt1n","MUN 4<br/>@NEW 1 F","29.75","9.92","91%","-0.1%","3","1","0","2","0","2","7","3","0","0","0","106","84.8","25","0","4","3","2","2","0","0","9","0","0"
